 
53.7585590,20.4607468,,,,,playground,,,
53.7599697,20.4614597,,,,,park,,,
53.7584265,20.4717896,,,,,pitch,,,
53.7586363,20.4719833,,,,,playground,,,
53.7771956,20.4874160,,,,,pitch,,,
53.7717272,20.4851883,,,,,playground,,,
53.7778952,20.4492904,Lodowisko,,,,ice_rink,,,
53.7776339,20.4498625,,,,,sports_centre,,,
53.7775515,20.4493227,,,,,sports_centre,,,
53.7781543,20.4500383,Ukiel Olsztyn,,,,sports_centre,,,
53.7774789,20.4485172,,,,,sports_centre,,,
53.7773471,20.4489540,,,,,sports_centre,,,
53.7776033,20.4495836,,,,,sports_centre,,,
53.7766077,20.4469393,Kąpielisko „PLAŻA MIEJSKA NR 2”,,,,beach_resort,,beach,
53.7769026,20.4711459,,,,,pitch,,,
53.7979463,20.4522374,Rezerwat Redykajny,,,,nature_reserve,,,
53.7779602,20.4879640,,,,,pitch,,,
53.7768557,20.4934315,,,,,pitch,,,
53.7715632,20.4411012,,,,,pitch,,,
53.7723497,20.4772269,,,,,pitch,,,
53.7717345,20.4781750,,,,,pitch,,,
53.7708274,20.4789943,,,,,park,,,
53.7717702,20.4787577,,,,,park,,,
53.7708298,20.4803398,,,,,park,,,
53.7553962,20.4894513,,,,,pitch,,,
53.7760642,20.4662864,Pumptrack Grunwaldzkie,,,,track,,,
53.7665019,20.5011627,,,,,pitch,,,
53.7663311,20.5016102,,,,,pitch,,,
53.7952522,20.4800211,,,,,pitch,,,
53.7685170,20.4775380,Park Zielony Raj,,,,park,,,
53.7773761,20.4878446,,,,,track,,,
53.7774085,20.4879496,,,,,playground,,,
53.7776334,20.4876669,,,,,playground,,,
53.7731337,20.4902988,,,,,pitch,,,
53.7729538,20.4897343,,,,,pitch,,,
53.7746809,20.4918471,,,,,pitch,,,
53.7764705,20.4786631,,,,,playground,,,
53.7742925,20.4832367,,,,,playground,,,
53.7656018,20.4360103,,,,,park,,,
53.7637759,20.4303933,,,,,playground,,,
53.7716530,20.4413969,,,,,pitch,,,
53.7636929,20.4301262,,,,,track,,,
53.7762501,20.4474860,,,,,pitch,,,
53.7758645,20.4475446,,,,,pitch,,,
53.7840716,20.4404519,,,,,pitch,,,
53.7541190,20.4834442,,,,,playground,,,
53.7731067,20.4820273,,,,,playground,,,
53.7737992,20.4816935,,,,,pitch,,,
53.7737661,20.4817548,,,,,pitch,,,
53.7737319,20.4818127,,,,,pitch,,,
53.7548306,20.4586972,,,,,bleachers,,,
53.7550047,20.4570143,,,,,bleachers,,,
53.7549803,20.4578921,,,,,pitch,,,
53.7550042,20.4571238,,,,,track,,,
53.7543854,20.4577847,,,,,pitch,,,
53.7555524,20.4580518,,,,,pitch,,,
53.7549096,20.4583997,,,,,track,,,
53.7682883,20.4886894,,,,,pitch,,,
53.7683451,20.4883576,,,,,pitch,,,
53.7683318,20.4880202,,,,,pitch,,,
53.7679710,20.4871842,,,,,pitch,,,
53.7677687,20.4879924,,,,,pitch,,,
53.7683479,20.5125818,,,,,playground,,,
53.7957424,20.4878314,,,,,bleachers,,,
53.7957202,20.4864817,,,,,bleachers,,,
53.7955120,20.4888393,,,,,bleachers,,,
53.7957417,20.4860183,,,,,bleachers,,,
53.7930145,20.4874603,,,,,pitch,,,
53.7931212,20.4876950,,,,,track,,,
53.7833504,20.4942170,,,,,playground,,,
53.7810712,20.4950514,,,,,playground,,,
53.7829115,20.4932563,,,,,playground,,,
53.7802694,20.4964930,,,,,dog_park,,,
53.7816075,20.4938754,,,,,playground,,,
53.7814823,20.4941819,,,,,playground,,,
53.7785270,20.4931475,,,,,playground,,,
53.7834560,20.4978580,,,,,playground,,,
53.7612170,20.4725139,,,,,fitness_station,,,
53.7652009,20.5113124,,,,,pitch,,,
53.7650268,20.5111552,,,,,fitness_station,,,
53.7784905,20.4852259,,,,,pitch,,,
53.7774731,20.4877369,,,,,playground,,,
53.7774927,20.4874722,,,,,playground,,,
53.7774000,20.4875821,,,,,pitch,,,
53.7756761,20.4865980,Plac Andrzeja Wakara,,,,park,,,
53.7767920,20.4714393,,,,,playground,,,
53.7931709,20.4788762,,,,,pitch,,,
53.7751853,20.4677488,Cmentarz żydowski,,yes,,,jewish,,
53.7593137,20.4876728,,,,,playground,,,
53.7616817,20.4879015,,,,,playground,,,
53.7891178,20.4922144,Za Torami Pod Lipami,,,,park,,,
53.7865192,20.4934032,Skwer na Moniuszki,,,,park,,,
53.7899810,20.4408375,,,,,park,,,
53.7791810,20.4657668,,,,,playground,,,
53.7803193,20.4801519,,,,,fitness_station,,,
53.7799834,20.4765277,,,,,bleachers,,,
53.7811268,20.4825579,,,,,pitch,,,
53.7700759,20.4823724,,,,,playground,,,
53.7539348,20.4833637,,,,,bleachers,,,
53.7764696,20.4849144,Pomnik Wyzwolenia Ziemi Warmińskiej i Mazurskiej,,monument,,,,,
53.7765144,20.4849399,,,,,fitness_station,,,
53.7775384,20.4945839,,,,,pitch,,,
53.7730243,20.5094111,,,,,bleachers,,,
53.7829225,20.4432454,,,,,pitch,,,
53.7542311,20.4992340,,,,,fitness_station,,,
53.7545992,20.5000348,,,,,playground,,,
53.7866183,20.4571835,,,,,pitch,,,
53.7860194,20.4564685,,,,,fitness_station,,,
53.7859718,20.4563967,,,,,fitness_station,,,
53.7861707,20.4570061,,,,,fitness_station,,,
53.7860935,20.4575720,,,,,playground,,,
53.7866749,20.4564911,,,,,pitch,,,
53.7856170,20.4580579,,,,,fitness_station,,,
53.7899502,20.4340678,,,,,pitch,,,
53.7919093,20.4343992,,,,,swimming_pool,,,
53.7801467,20.4800226,,,,,fitness_station,,,
53.7942913,20.5179177,,,,,pitch,,,
53.7682914,20.4888123,,,,,track,,,
53.7657191,20.4794361,,,,,playground,,,
53.7911581,20.4344927,,,,,playground,,,
53.7735500,20.5074457,,,,,pitch,,,
53.7653985,20.4665312,,,,,playground,,,
53.7738503,20.4466476,,,,,playground,,,
53.7677553,20.4705246,Plac Zabaw na podgrodziu,,,,playground,,,
53.7670953,20.4706989,Pretty Nice Playground,,,,playground,,,
53.7681069,20.4532094,,,,,playground,,,
53.7622472,20.4622809,,,,,pitch,,,
53.7912190,20.4912738,,,,,playground,,,
53.7752783,20.5077627,Klasztor Braci Mniejszych Kapucynów,,,monastery,,christian,,
53.7753158,20.5071132,Kościół pw. Najświętszej Maryi Panny Ostrobramskiej Matki Miłosierdzia,,,place_of_worship,,christian,,
53.7962202,20.4289868,,,,,outdoor_seating,,,
53.7682600,20.4690451,,,,,playground,,,
53.7688366,20.4697289,,,,,playground,,,
53.7636880,20.4289396,,,,,bleachers,,,
53.7816612,20.4628757,,,,,playground,,,
53.7816976,20.4626089,,,,,fitness_station,,,
53.7638481,20.5085098,,,,,playground,,,
53.7845691,20.4847908,Klasztor Ojców Franciszkanów,,,,,christian,,
53.7727697,20.4867013,,,,,outdoor_seating,,,
53.7725274,20.4909987,,,memorial,,,,,
53.7725351,20.4909852,,,memorial,,,,,
53.7588928,20.5050799,Plac Mazurski,,,,park,,,
53.7693127,20.4755791,,,,,playground,,,
53.7553743,20.5019953,,,,,pitch,,,
53.7555522,20.5026273,,,,,playground,,,
53.7553882,20.5023163,,,,,pitch,,,
53.7546645,20.5029367,,,,,playground,,,
53.7567091,20.5004185,,,,,playground,,,
53.7560746,20.5002141,,,,,pitch,,,
53.7570518,20.4977702,,,,,playground,,,
53.7542992,20.4995378,,,,,park,,,
53.7562494,20.4983782,,,,,fitness_station,,,
53.7551744,20.4965214,,,,,pitch,,,
53.7549003,20.4966807,,,,,playground,,,
53.7558064,20.4945885,,,,,playground,,,
53.7559226,20.4938116,,,,,pitch,,,
53.7545919,20.4944134,,,,,playground,,,
53.7546983,20.4913184,,,,,playground,,,
53.7564065,20.4983127,,,,,fitness_station,,,
53.7555323,20.4981795,,,,,playground,,,
53.7800529,20.4982876,,,,,pitch,,,
53.7807100,20.4957276,,,,,pitch,,,
53.7807162,20.4959063,,,,,pitch,,,
53.7901340,20.4412602,,,,,playground,,,
53.7900001,20.4405107,,,,,pitch,,,
53.7795771,20.4816257,,,,,playground,,,
53.7872529,20.4939375,,,,,pitch,,,
53.7723446,20.4938454,,,,,fitness_station,,,
53.7718186,20.4927829,,,,,playground,,,
53.7857604,20.4846598,,,,,playground,,,
53.7862700,20.4568314,Szkoła Podstawowa nr 7 im. Leona Kruczkowskiego,,,school,,christian,,
53.7762199,20.4738865,,,,,pitch,,,
53.7856233,20.4858045,,,,,pitch,,,
53.7854372,20.4856572,,,,,pitch,,,
53.7838614,20.4850775,,,,,playground,,,
53.7774404,20.4694841,,,,,pitch,,,
53.7697228,20.4580360,,,,,playground,,,
53.7776800,20.4608743,,,,,playground,,,
53.7710243,20.4734355,,,,,playground,,,
53.7773242,20.4878741,,,,,track,,,
53.7554194,20.4884455,,,,,pitch,,,
53.7543384,20.4892004,,,,,playground,,,
53.7781954,20.4855300,,,,,playground,,,
53.7925856,20.4918620,,,,,playground,,,
53.7776300,20.5071809,,,,,playground,,,
53.7791488,20.5081741,,,,,playground,,,
53.7782229,20.5110946,,,,,pitch,,,
53.7789071,20.5111324,,,,,playground,,,
53.7875274,20.4579139,,,,,playground,,,
53.7869025,20.4972820,Skwer przy Paderwskiego,,,,park,,,
