37.9847149,23.7257615,Μουσείο Παξινού-Μινωτή,museum,,,,,,
37.9892723,23.7162843,,artwork,,,,,,
37.9826347,23.7239751,,artwork,,,,,,
37.9869736,23.7403110,Alter Athens,hotel,,,,,,
37.9936306,23.7274671,Louvre,gallery,,,,,,
37.9965970,23.7330262,Airbnb Pinipinou 23,apartment,,,,,,
37.9749136,23.7312248,Sweet home,hotel,,,,,,
37.9769348,23.7224306,Ancient Agora Apartments,apartment,,,,,,
37.9781262,23.7428606,Kaftayan Galleries,gallery,,,,,,
37.9767750,23.7369938,Γιώργος Σεφέρης,artwork,,,,,,
37.9745699,23.7303478,Kimon Athens Hotel,hotel,,,,,,
37.9758706,23.7318334,Elia Ermou,hotel,,,,,,
37.9881929,23.7209558,,apartment,,,,,,
37.9794429,23.7177553,,viewpoint,,,,,,
37.9866768,23.7200653,,apartment,,,,,,
37.9709036,23.7332400,Μέγας Αλέξανδρος,artwork,,,,,,
37.9835546,23.7413149,,apartment,,,,,,
37.9706403,23.7330024,,artwork,,,,,,
37.9818437,23.7245779,Athens Hawks,hostel,,,,,,
37.9786896,23.7229897,,artwork,,,,,,
37.9787346,23.7228032,,artwork,,,,,,
37.9787066,23.7227754,,artwork,,,,,,
37.9786557,23.7227827,,artwork,,,,,,
37.9786791,23.7227956,,artwork,,,,,,
37.9787787,23.7227595,,artwork,,,,,,
37.9785401,23.7233387,,artwork,,,,,,
37.9786501,23.7227497,,artwork,,,,,,
37.9789955,23.7225839,,artwork,,,,,,
37.9785198,23.7264978,,artwork,,,,,,
37.9770534,23.7248939,Lotus Inn,hotel,,,,,,
37.9768199,23.7227625,Μουσείο των ψευδαισθήσεων,museum,,,,,,
37.9797268,23.7108561,Noise of art,gallery,,,,,,
37.9698225,23.7474154,,artwork,,,,,,
37.9820707,23.7331236,iFocus,gallery,,,,,,γκαλερί φωτογραφίας
37.9893980,23.7210727,hotel jippie,hotel,,,,,,
37.9687202,23.7135495,,artwork,,,,,,
37.9748704,23.7282278,Yanis Liapakis Artwork,artwork,,,,,,
37.9880833,23.7227053,Snow White,artwork,,,,,,
37.9780318,23.7251140,14 reasons why,hotel,,,,,,
37.9780413,23.7251125,Pame,hotel,,,,,,
37.9702063,23.7316035,,apartment,,,,,,
37.9725208,23.7340645,Crafoord Place,hostel,,,,,,
37.9896643,23.7206537,,artwork,,,,,,
37.9852038,23.7202394,,artwork,,,,,,
37.9791184,23.7240182,,artwork,,,,,,
37.9786418,23.7228849,,artwork,,,,,,
37.9767262,23.7128175,,artwork,,,,,,
37.9785548,23.7235815,,artwork,,,,,,
37.9859005,23.7327995,,artwork,,,,,,
37.9719350,23.7236095,,information,,,,,,
37.9843263,23.7371792,Nubian Hostel,hostel,,,,,,
37.9852431,23.7277032,Cosmopolit,hotel,,,,,,
37.9780448,23.7041513,,hotel,,,,,,
37.9688683,23.7184883,Eptathronon,information,,,,,,
37.9677859,23.7210475,Λοφοσ Μουσων (Μνημείο Φιλοπάππου),information,,,,,,
37.9727385,23.7204594,Αφέσου να πέσεις,artwork,,,,,,
37.9790251,23.7115799,,artwork,,,,,,
37.9803438,23.7123159,,artwork,,,,,,
37.9791850,23.7116558,,artwork,,,,,,
37.9789923,23.7115054,,artwork,,,,,,
37.9790880,23.7115508,,artwork,,,,,,
37.9791410,23.7116362,,artwork,,,,,,
37.9806808,23.7166665,,artwork,,,,,,
37.9787901,23.7103615,,information,,,,,,
37.9869430,23.7275435,Tins Boutique Suites,hotel,,,,,,
37.9876277,23.7277278,Art Hotel Athens,hotel,,,,,,
37.9784074,23.7256448,Pallada Athens,hotel,,,,,,
37.9675299,23.7427886,,attraction,,,,,,
37.9752044,23.7225583,Αρχαία Αγορά,attraction,archaeological_site,,,,,
37.9711606,23.7101944,,artwork,,,,,,
37.9761692,23.7226593,Πρόσφατες ανασκαφές στη βόρεια πλευρά της αρχαίας αγοράς της Αθήνας,information,,,,,,
37.9856063,23.7287097,Αρτεμίσιον,hotel,,,,,,
37.9783436,23.7226213,Downtown lofts,hotel,,,,,,
37.9773936,23.7548245,Φρανσίσκο Ντε Μιράντα,artwork,,,,,,
37.9776716,23.7194918,,information,,,,,,
37.9720323,23.7261553,,information,,,,,,
37.9836154,23.7273098,Brown Acropol Athens,hotel,,,,,,
37.9847934,23.7355106,Helin Bölek - İbrahim Gökçek - Mustafa Koçak,artwork,,,,,,
37.9922283,23.7418360,Λόφος Φινοπούλου,attraction,,,,,,
37.9746429,23.7303920,Περίεργος Τοίχος Οδού Απόλλωνος 26,attraction,,,,,,
37.9800629,23.7149396,,artwork,,,,,,
37.9781877,23.7345923,Αθηναϊκή Λέσχη-Athens Club,attraction,,,,,,
37.9929523,23.7343004,Παλαιών Πατρών Γερμανός,artwork,,,,,,
37.9928660,23.7352451,Δ. Παπανικολής,artwork,,,,,,
37.9930988,23.7333585,Νότης Μπότσαρης,artwork,,,,,,
37.9930901,23.7345889,Δόμνα Βισβίζη,artwork,,,,,,
37.9928087,23.7353900,Δημ. Πλαπουτας,artwork,,,,,,
37.9929651,23.7341333,Λασκαρίνα Μπουμπουλίνα,artwork,,,,,,
37.9929829,23.7339913,Γρηγ. Δ. Παπαφλέσσας,artwork,,,,,,
37.9930672,23.7348262,Μάρκος Μπότσαρης,artwork,,,,,,
37.9928784,23.7351007,Μαντώ Μαυρογένους,artwork,,,,,,
37.9930252,23.7352601,Νικηταράς,artwork,,,,,,
37.9929062,23.7348110,Θεόδωρος Κολοκοτρώνης,artwork,,,,,,
37.9928921,23.7349548,Αθανάσιος Διάκος,artwork,,,,,,
37.9931250,23.7340148,Δημ. Υψηλάντης,artwork,,,,,,
37.9930536,23.7349706,Γεώργιος Καραϊσκάκης,artwork,,,,,,
37.9929416,23.7344202,Οδυσσέυς Ανδρούτσος,artwork,,,,,,
37.9930177,23.7354147,Εμμανουήλ Παπάς,artwork,,,,,,
37.9931076,23.7343153,Π. Μαυρομιχάλης,artwork,,,,,,
37.9931171,23.7341664,Κίτσος Τζαβέλλας,artwork,,,,,,
37.9930380,23.7351201,Ανδρέας Μιαούλης,artwork,,,,,,
37.9930042,23.7355397,Νικόλαος Κριεζώτης,artwork,,,,,,
37.9931002,23.7344578,Κωνσταντίνος Κανάρης,artwork,,,,,,
37.9780113,23.7230656,Central stay,hostel,,,,,,
37.9784264,23.7245811,Live in Athens,hostel,,,,,,
37.9714222,23.7234249,,information,,,,,,
38.0010650,23.7356377,Koraka,gallery,,,,,,
37.9746683,23.7279885,,information,,,,,,
37.9715882,23.7464523,,guest_house,,,,,,
37.9704792,23.7470208,,attraction,,,,,,
37.9724281,23.7433152,Μαχάτμα Γκάντι,artwork,,,,,,
37.9757767,23.7325701,,artwork,,,,,,
37.9788336,23.7219693,,artwork,,,,,,
37.9788279,23.7219179,,attraction,,,,,,
37.9768798,23.7299820,,apartment,,,,,,
37.9749901,23.7438863,,information,,,,,,
37.9749808,23.7438338,,information,,,,,,
37.9749859,23.7438623,,information,,,,,,
37.9693452,23.7379321,ΑΧΙΛΕΥΣ ΠΑΡΑΣΧΟΣ,artwork,,,,,,
37.9739308,23.7270349,Shaded view of a Roman agora,viewpoint,,,,,,
